site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll,pollen.load,pollen.collected,mark.recapture,notes,nest.search.fl.abun,nest.search.substrate,fl.switch.1,fl.switch.1.resource.coll,fl.switch.2,fl.switch.2.resource.coll,fl.switch.3,fl.switch.3.resource.coll,fl.switch.4,fl.switch.4.resource.coll
Avery.Wash,AW,2015,13-May-15,133,1,JEO,11:45:00,12:30:00,45,clear.warm,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,13-May-15,133,1,JEO,11:45:00,12:30:00,45,clear.warm,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,13-May-15,133,1,JEO,11:45:00,12:30:00,45,clear.warm,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,13-May-15,133,1,JEO,11:45:00,12:30:00,45,clear.warm,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,13-May-15,133,1,JEO,11:45:00,12:30:00,45,clear.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,13-May-15,133,1,JEO,11:45:00,12:30:00,45,clear.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,aspen,a,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,21-May-15,141,2,JEO,13:35:00,14:55:00,80,cloudy.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,29-May-15,149,3,JEO,16:08:00,17:08:00,60,cloudy.mild,aspen,a,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,29-May-15,149,3,JEO,16:08:00,17:08:00,60,cloudy.mild,aspen,a,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,29-May-15,149,3,JEO,16:08:00,17:08:00,60,cloudy.mild,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,29-May-15,149,3,JEO,16:08:00,17:08:00,60,cloudy.mild,dry,d,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,29-May-15,149,3,JEO,16:08:00,17:08:00,60,cloudy.mild,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,29-May-15,149,3,JEO,16:08:00,17:08:00,60,cloudy.mild,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,aspen,a,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,dry,d,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,2-Jun-15,153,4,JEO,09:35:00,10:35:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.fusiformis,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,aspen,a,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,mites,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,wet,w,1,Bombus,bifarius,q,frg,Mertensia.fusiformis,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,wet,w,1,Bombus,appositus,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,7-Jun-15,158,5,JEO,16:08:00,17:08:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Delphinium.nuttallianum,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,dry,d,1,Bombus,appositus,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,with mites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,appositus,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,17-Jun-15,168,6,JEO,14:20:00,15:20:00,60,clear.warm,wet,w,1,Bombus,appositus,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,aspen,a,1,Bombus,flavifrons,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Distegia.involucrata,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,19-Jun-15,170,6,JEO,14:30:00,15:00:00,30,clear.warm,wet,w,1,Bombus,bifarius,q,ns,NA,NA,NA,NA,NA,NA,NA,ground,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,aspen,a,1,Bombus,flavifrons,q,frg,Mertensia.ciliata,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,aspen,a,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,appositus,q,frg,Lathyrus.leucanthus,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,flavifrons,q,frg,Delphinium.nuttallianum,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,dry,d,1,Bombus,nevadensis,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,nevadensis,q,frg,Hydrophyllum.fendleri,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,flavifrons,q,frg,Hydrophyllum.fendleri,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery.Wash,AW,2015,26-Jun-15,177,7,JEO,12:35:00,13:35:00,60,clear.warm,wet,w,1,Bombus,unknown,q,ft,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
