year,site,site.code,plant.species,week,flw.per.meter.sum.week,flw.count.sum.week
2016,Avery.Wash,AW,Heliomeris.multiflora,17,0.2,2
2016,Avery.Wash,AW,Heracleum.sphondylium,12,5.3,53
2016,Avery.Wash,AW,Heracleum.sphondylium,13,1.4,14
2016,Avery.Wash,AW,Heterotheca.villosa,10,0.3,3
2016,Avery.Wash,AW,Heterotheca.villosa,11,2.7,27
2016,Avery.Wash,AW,Heterotheca.villosa,12,7.7,77
2016,Avery.Wash,AW,Heterotheca.villosa,13,12.7,127
2016,Avery.Wash,AW,Heterotheca.villosa,14,10,100
2016,Avery.Wash,AW,Heterotheca.villosa,15,7.5,75
2016,Avery.Wash,AW,Heterotheca.villosa,16,3.3000000000000003,33
2016,Avery.Wash,AW,Heterotheca.villosa,17,0.1,1
2016,Avery.Wash,AW,Hydrophyllum.fendleri,7,6.6,66
2016,Avery.Wash,AW,Hydrophyllum.fendleri,8,43.1,431
2016,Avery.Wash,AW,Hydrophyllum.fendleri,9,51.1,511
2016,Avery.Wash,AW,Hydrophyllum.fendleri,10,17.4,174
2016,Avery.Wash,AW,Hydrophyllum.fendleri,11,4.6,46
2016,Avery.Wash,AW,Hydrophyllum.fendleri,12,1.2,12
2016,Avery.Wash,AW,Lathyrus.leucanthus,7,0.1,1
2016,Avery.Wash,AW,Lathyrus.leucanthus,8,51.8,518
2016,Avery.Wash,AW,Lathyrus.leucanthus,9,28.8,288
2016,Avery.Wash,AW,Lathyrus.leucanthus,10,2,20
2016,Avery.Wash,AW,Lathyrus.leucanthus,11,0.1,1
2016,Avery.Wash,AW,Ligularia.bigelovii,12,4.5,45
2016,Avery.Wash,AW,Ligularia.bigelovii,13,16.9,169
2016,Avery.Wash,AW,Ligularia.bigelovii,14,11.8,118
2016,Avery.Wash,AW,Ligularia.bigelovii,15,2.4,24
2016,Avery.Wash,AW,Ligusticum.porteri,8,6.9,69
2016,Avery.Wash,AW,Ligusticum.porteri,9,7.4,74
2016,Avery.Wash,AW,Ligusticum.porteri,10,9.1,91
2016,Avery.Wash,AW,Ligusticum.porteri,11,4.9,49
2016,Avery.Wash,AW,Mertensia.ciliata,9,0.2,2
2016,Avery.Wash,AW,Mertensia.ciliata,10,0.5,5
2016,Avery.Wash,AW,Mertensia.ciliata,11,1.9000000000000001,19
2016,Avery.Wash,AW,Mertensia.ciliata,12,1.1,11
2016,Avery.Wash,AW,Mertensia.fusiformis,2,0.6,6
2016,Avery.Wash,AW,Mertensia.fusiformis,3,1.5,15
2016,Avery.Wash,AW,Mertensia.fusiformis,4,0.7,7
2016,Avery.Wash,AW,Mertensia.fusiformis,5,17.8,178
2016,Avery.Wash,AW,Mertensia.fusiformis,6,21.7,217
2016,Avery.Wash,AW,Mertensia.fusiformis,7,5.2,52
2016,Avery.Wash,AW,Pentaphylloides.floribunda,10,0.6,6
2016,Avery.Wash,AW,Potentilla.pulcherrima,8,12.200000000000001,122
2016,Avery.Wash,AW,Potentilla.pulcherrima,9,26.5,265
2016,Avery.Wash,AW,Potentilla.pulcherrima,10,68.1,681
2016,Avery.Wash,AW,Potentilla.pulcherrima,11,49.199999999999996,492
2016,Avery.Wash,AW,Potentilla.pulcherrima,12,49.9,499
2016,Avery.Wash,AW,Potentilla.pulcherrima,13,38.2,382
2016,Avery.Wash,AW,Potentilla.pulcherrima,14,3.6,36
2016,Avery.Wash,AW,Potentilla.pulcherrima,15,0.7000000000000001,7
2016,Avery.Wash,AW,Potentilla.pulcherrima,16,0.1,1
2016,Avery.Wash,AW,Ranunculus.inamoenus,5,2.9,29
2016,Avery.Wash,AW,Ranunculus.inamoenus,6,8.6,86
2016,Avery.Wash,AW,Ranunculus.inamoenus,7,2.6,26
2016,Avery.Wash,AW,Ranunculus.inamoenus,8,1.6,16
2016,Avery.Wash,AW,Ranunculus.inamoenus,9,0.1,1
2016,Avery.Wash,AW,Ranunculus.inamoenus,10,0.2,2
2016,Avery.Wash,AW,Senecio.serra,9,1,10
2016,Avery.Wash,AW,Senecio.serra,10,2.2,22
2016,Avery.Wash,AW,Senecio.serra,11,1,10
2016,Avery.Wash,AW,Senecio.serra,13,1.4,14
2016,Avery.Wash,AW,Senecio.serra,14,3.5,35
2016,Avery.Wash,AW,Senecio.serra,15,0.1,1
2016,Avery.Wash,AW,Solidago.multiradiata,11,1.1,11
2016,Avery.Wash,AW,Solidago.multiradiata,12,3.7,37
2016,Avery.Wash,AW,Solidago.multiradiata,13,2.8,28
2016,Avery.Wash,AW,Solidago.multiradiata,14,2,20
2016,Avery.Wash,AW,Solidago.multiradiata,15,4.7,47
2016,Avery.Wash,AW,Taraxacum.officinale,5,4,40
2016,Avery.Wash,AW,Taraxacum.officinale,6,21.5,215
2016,Avery.Wash,AW,Taraxacum.officinale,7,11.3,113
2016,Avery.Wash,AW,Taraxacum.officinale,8,2.5,25
2016,Avery.Wash,AW,Taraxacum.officinale,9,0.2,2
2016,Avery.Wash,AW,Taraxacum.officinale,17,0.1,1
2016,Avery.Wash,AW,Trifolium.pratense,11,0.2,2
2016,Avery.Wash,AW,Trifolium.repens,12,0.5,5
2016,Avery.Wash,AW,Valeriana.occidentalis,6,0.1,1
2016,Avery.Wash,AW,Valeriana.occidentalis,8,0.1,1
2016,Avery.Wash,AW,Vicia.americana,9,3.7,37
2016,Avery.Wash,AW,Vicia.americana,10,43.699999999999996,437
2016,Avery.Wash,AW,Vicia.americana,11,19.4,194
2016,Avery.Wash,AW,Vicia.americana,12,2.1,21
2016,Avery.Wash,AW,Vicia.americana,13,0.4,4
2016,Avery.Wash,AW,Viola.praemorsa,5,1.4000000000000001,14
2016,Avery.Wash,AW,Viola.praemorsa,6,13.9,139
2016,Avery.Wash,AW,Viola.praemorsa,7,2.6999999999999997,27
2016,Copper.Creek,CC,Aconitum.columbianum,10,2.5,25
2016,Copper.Creek,CC,Aconitum.columbianum,11,2.8,28
2016,Copper.Creek,CC,Aconitum.columbianum,12,3.1,31
2016,Copper.Creek,CC,Aconitum.columbianum,13,3.3,33
2016,Copper.Creek,CC,Aconitum.columbianum,14,0.3,3
2016,Copper.Creek,CC,Aconitum.columbianum,15,0.7,7
2016,Copper.Creek,CC,Adenolinum.lewisii,8,0.7,7
2016,Copper.Creek,CC,Adenolinum.lewisii,10,4.5,45
2016,Copper.Creek,CC,Adenolinum.lewisii,11,1.4,14
2016,Copper.Creek,CC,Agoseris.aurantiaca,13,0.1,1
2016,Copper.Creek,CC,Calochortus.gunnisonii,11,0.1,1
2016,Copper.Creek,CC,Calochortus.gunnisonii,12,0.2,2
2016,Copper.Creek,CC,Calochortus.gunnisonii,13,0.1,1
2016,Copper.Creek,CC,Campanula.rotundifolia,12,1.4,14
2016,Copper.Creek,CC,Campanula.rotundifolia,13,15.8,158
2016,Copper.Creek,CC,Campanula.rotundifolia,14,2.1,21
2016,Copper.Creek,CC,Campanula.rotundifolia,15,1,10
2016,Copper.Creek,CC,Campanula.rotundifolia,16,0.1,1
2016,Copper.Creek,CC,Cirsium.parryi,15,0.1,1
2016,Copper.Creek,CC,Claytonia.lanceolata,3,37,370
2016,Copper.Creek,CC,Claytonia.lanceolata,4,530.3,5303
2016,Copper.Creek,CC,Claytonia.lanceolata,5,302.7,3027
2016,Copper.Creek,CC,Claytonia.lanceolata,6,18.8,188
2016,Copper.Creek,CC,Collomia.linearis,11,53.1,531
2016,Copper.Creek,CC,Collomia.linearis,12,53.1,531
2016,Copper.Creek,CC,Collomia.linearis,13,16,160
2016,Copper.Creek,CC,Collomia.linearis,15,3.6999999999999997,37
2016,Copper.Creek,CC,Collomia.linearis,16,8.299999999999999,83
2016,Copper.Creek,CC,Collomia.linearis,17,12.4,124
2016,Copper.Creek,CC,Collomia.linearis,18,6.5,65
2016,Copper.Creek,CC,Delphinium.barbeyi,9,1.2,12
2016,Copper.Creek,CC,Delphinium.barbeyi,10,13,130
2016,Copper.Creek,CC,Delphinium.barbeyi,11,44.5,445
2016,Copper.Creek,CC,Delphinium.barbeyi,12,86.39999999999999,864
2016,Copper.Creek,CC,Delphinium.barbeyi,13,55.3,553
2016,Copper.Creek,CC,Delphinium.barbeyi,14,1.3,13
2016,Copper.Creek,CC,Delphinium.nuttallianum,5,0.3,3
2016,Copper.Creek,CC,Delphinium.nuttallianum,6,36,360
2016,Copper.Creek,CC,Delphinium.nuttallianum,7,70.4,704
2016,Copper.Creek,CC,Delphinium.nuttallianum,8,16.1,161
2016,Copper.Creek,CC,Delphinium.nuttallianum,9,0.1,1
2016,Copper.Creek,CC,Draba.aurea,7,0.3,3
2016,Copper.Creek,CC,Dugaldia.hoopesii,10,0.7,7
2016,Copper.Creek,CC,Dugaldia.hoopesii,11,3.6,36
2016,Copper.Creek,CC,Dugaldia.hoopesii,12,6.2,62
2016,Copper.Creek,CC,Dugaldia.hoopesii,13,10.8,108
2016,Copper.Creek,CC,Dugaldia.hoopesii,14,0.8,8
2016,Copper.Creek,CC,Dugaldia.hoopesii,15,0.6,6
2016,Copper.Creek,CC,Dugaldia.hoopesii,16,0.1,1
2016,Copper.Creek,CC,Erigeron.elatior,12,1.2,12
2016,Copper.Creek,CC,Erigeron.elatior,13,10.1,101
2016,Copper.Creek,CC,Erigeron.elatior,14,4.6,46
2016,Copper.Creek,CC,Erigeron.elatior,15,4.4,44
2016,Copper.Creek,CC,Erigeron.elatior,16,1,10
2016,Copper.Creek,CC,Erigeron.elatior,17,0.1,1
2016,Copper.Creek,CC,Erigeron.flagellaris,10,0.4,4
2016,Copper.Creek,CC,Erigeron.speciosus,11,3.9,39
2016,Copper.Creek,CC,Erigeron.speciosus,12,16.6,166
2016,Copper.Creek,CC,Erigeron.speciosus,13,37.3,373
2016,Copper.Creek,CC,Erigeron.speciosus,14,8,80
2016,Copper.Creek,CC,Erigeron.speciosus,15,6,60
2016,Copper.Creek,CC,Erigeron.speciosus,16,2.1,21
2016,Copper.Creek,CC,Erysimum.capitatum,8,1,10
2016,Copper.Creek,CC,Erythronium.grandiflorum,5,6.800000000000001,68
2016,Copper.Creek,CC,Erythronium.grandiflorum,6,0.3,3
2016,Copper.Creek,CC,Geranium.richardsonii,8,1.2,12
2016,Copper.Creek,CC,Geranium.richardsonii,9,2.4,24
2016,Copper.Creek,CC,Geranium.richardsonii,10,4.4,44
2016,Copper.Creek,CC,Geranium.richardsonii,11,4.5,45
2016,Copper.Creek,CC,Geranium.richardsonii,12,3.5,35
2016,Copper.Creek,CC,Geranium.richardsonii,13,1.1,11
2016,Copper.Creek,CC,Geranium.richardsonii,14,0.1,1
2016,Copper.Creek,CC,Hackelia.floribunda,10,0.6,6
2016,Copper.Creek,CC,Hackelia.floribunda,11,13,130
2016,Copper.Creek,CC,Hackelia.floribunda,12,20.4,204
2016,Copper.Creek,CC,Hackelia.floribunda,13,17,170
2016,Copper.Creek,CC,Hackelia.floribunda,14,0.8,8
2016,Copper.Creek,CC,Hackelia.floribunda,15,0.6000000000000001,6
2016,Copper.Creek,CC,Hackelia.floribunda,16,0.4,4
2016,Copper.Creek,CC,Helianthella.quinquenervis,10,1.2,12
2016,Copper.Creek,CC,Helianthella.quinquenervis,11,4.3,43
2016,Copper.Creek,CC,Helianthella.quinquenervis,12,6.2,62
2016,Copper.Creek,CC,Helianthella.quinquenervis,13,0.7,7
2016,Copper.Creek,CC,Helianthella.quinquenervis,14,0.1,1
2016,Copper.Creek,CC,Helianthella.quinquenervis,15,0.1,1
2016,Copper.Creek,CC,Heliomeris.multiflora,12,3.4,34
2016,Copper.Creek,CC,Heliomeris.multiflora,13,52.6,526
2016,Copper.Creek,CC,Heliomeris.multiflora,14,39.2,392
2016,Copper.Creek,CC,Heliomeris.multiflora,15,50.5,505
2016,Copper.Creek,CC,Heliomeris.multiflora,16,63.1,631
2016,Copper.Creek,CC,Heliomeris.multiflora,17,30,300
2016,Copper.Creek,CC,Heliomeris.multiflora,18,7.5,75
2016,Copper.Creek,CC,Heracleum.sphondylium,12,9.1,91
2016,Copper.Creek,CC,Heracleum.sphondylium,13,2.9,29
2016,Copper.Creek,CC,Heterotheca.villosa,10,1,10
2016,Copper.Creek,CC,Heterotheca.villosa,11,3.1999999999999997,32
2016,Copper.Creek,CC,Heterotheca.villosa,12,13.8,138
2016,Copper.Creek,CC,Heterotheca.villosa,13,28.9,289
2016,Copper.Creek,CC,Heterotheca.villosa,14,1.3,13
2016,Copper.Creek,CC,Heterotheca.villosa,15,8.6,86
2016,Copper.Creek,CC,Heterotheca.villosa,16,3.4,34
2016,Copper.Creek,CC,Heterotheca.villosa,17,0.1,1
2016,Copper.Creek,CC,Hydrophyllum.capitatum,5,1.3,13
2016,Copper.Creek,CC,Hydrophyllum.capitatum,6,33.1,331
2016,Copper.Creek,CC,Hydrophyllum.capitatum,7,25.5,255
2016,Copper.Creek,CC,Hydrophyllum.fendleri,7,0.6,6
2016,Copper.Creek,CC,Hydrophyllum.fendleri,8,30.700000000000003,307
2016,Copper.Creek,CC,Hydrophyllum.fendleri,9,30.3,303
2016,Copper.Creek,CC,Hydrophyllum.fendleri,10,4.1,41
2016,Copper.Creek,CC,Lathyrus.leucanthus,6,0.3,3
2016,Copper.Creek,CC,Lathyrus.leucanthus,7,14.2,142
2016,Copper.Creek,CC,Lathyrus.leucanthus,8,35,350
2016,Copper.Creek,CC,Lathyrus.leucanthus,9,24,240
2016,Copper.Creek,CC,Lathyrus.leucanthus,10,1.7999999999999998,18
2016,Copper.Creek,CC,Lathyrus.leucanthus,11,0.1,1
2016,Copper.Creek,CC,Lathyrus.leucanthus,12,0.2,2
2016,Copper.Creek,CC,Ligularia.bigelovii,13,2.2,22
2016,Copper.Creek,CC,Ligularia.bigelovii,14,0.6000000000000001,6
2016,Copper.Creek,CC,Ligularia.bigelovii,15,0.6,6
2016,Copper.Creek,CC,Ligularia.bigelovii,16,0.1,1
2016,Copper.Creek,CC,Ligusticum.porteri,8,2.8000000000000003,28
2016,Copper.Creek,CC,Ligusticum.porteri,9,4.7,47
2016,Copper.Creek,CC,Ligusticum.porteri,10,5.6,56
2016,Copper.Creek,CC,Ligusticum.porteri,11,0.6000000000000001,6
2016,Copper.Creek,CC,Lupinus.bakeri,7,3.1,31
2016,Copper.Creek,CC,Lupinus.bakeri,8,54.4,544
2016,Copper.Creek,CC,Lupinus.bakeri,9,93.1,931
2016,Copper.Creek,CC,Lupinus.bakeri,10,48.6,486
2016,Copper.Creek,CC,Lupinus.bakeri,11,12.6,126
2016,Copper.Creek,CC,Lupinus.bakeri,12,1.1,11
2016,Copper.Creek,CC,Mahonia.repens,4,2.5,25
2016,Copper.Creek,CC,Mahonia.repens,5,3.6,36
2016,Copper.Creek,CC,Mahonia.repens,6,9.6,96
2016,Copper.Creek,CC,Mahonia.repens,7,3.4,34
2016,Copper.Creek,CC,Mertensia.fusiformis,3,5,50
2016,Copper.Creek,CC,Mertensia.fusiformis,4,48.199999999999996,482
2016,Copper.Creek,CC,Mertensia.fusiformis,5,70.3,703
2016,Copper.Creek,CC,Mertensia.fusiformis,6,22.2,222
2016,Copper.Creek,CC,Mertensia.fusiformis,7,6.2,62
2016,Copper.Creek,CC,Oxypolis.fendleri,14,0.4,4
2016,Copper.Creek,CC,Potentilla.pulcherrima,8,0.30000000000000004,3
2016,Copper.Creek,CC,Potentilla.pulcherrima,9,2.4,24
2016,Copper.Creek,CC,Potentilla.pulcherrima,10,2.7,27
2016,Copper.Creek,CC,Potentilla.pulcherrima,11,7.8,78
2016,Copper.Creek,CC,Potentilla.pulcherrima,12,8,80
2016,Copper.Creek,CC,Potentilla.pulcherrima,13,6.7,67
2016,Copper.Creek,CC,Ranunculus.inamoenus,7,0.1,1
2016,Copper.Creek,CC,Ranunculus.inamoenus,8,0.1,1
2016,Copper.Creek,CC,Salix.wolfii,6,3.4,34
2016,Copper.Creek,CC,Salix.wolfii,7,6.5,65
2016,Copper.Creek,CC,Senecio.serra,13,3.2,32
2016,Copper.Creek,CC,Senecio.serra,14,2.5,25
2016,Copper.Creek,CC,Senecio.serra,15,0.2,2
2016,Copper.Creek,CC,Taraxacum.officinale,5,1.3,13
2016,Copper.Creek,CC,Taraxacum.officinale,6,1,10
2016,Copper.Creek,CC,Taraxacum.officinale,7,0.6,6
2016,Copper.Creek,CC,Valeriana.occidentalis,5,3.9,39
2016,Copper.Creek,CC,Valeriana.occidentalis,6,14.8,148
2016,Copper.Creek,CC,Valeriana.occidentalis,7,9.6,96
2016,Copper.Creek,CC,Valeriana.occidentalis,8,6,60
2016,Copper.Creek,CC,Valeriana.occidentalis,9,1.6,16
2016,Copper.Creek,CC,Vicia.americana,8,2.3000000000000003,23
2016,Copper.Creek,CC,Vicia.americana,9,9.3,93
2016,Copper.Creek,CC,Vicia.americana,10,8.9,89
2016,Copper.Creek,CC,Vicia.americana,11,7.5,75
2016,Copper.Creek,CC,Vicia.americana,12,0.3,3
2016,Copper.Creek,CC,Viola.praemorsa,5,0.5,5
2016,Copper.Creek,CC,Viola.praemorsa,6,0.30000000000000004,3
2016,Copper.Creek,CC,Viola.praemorsa,7,1.9,19
2016,Frogs.Pond,FP,Achillea.millefolium,12,5.1,51
2016,Frogs.Pond,FP,Achillea.millefolium,13,1.1,11
2016,Frogs.Pond,FP,Achillea.millefolium,14,2.1,21
2016,Frogs.Pond,FP,Achillea.millefolium,15,1.7999999999999998,18
2016,Frogs.Pond,FP,Achillea.millefolium,16,1.6,16
2016,Frogs.Pond,FP,Achillea.millefolium,17,1,10
2016,Frogs.Pond,FP,Achillea.millefolium,18,0.8999999999999999,9
2016,Frogs.Pond,FP,Adenolinum.lewisii,8,0.5,5
2016,Frogs.Pond,FP,Adenolinum.lewisii,9,6.7,67
2016,Frogs.Pond,FP,Adenolinum.lewisii,10,0.5,5
2016,Frogs.Pond,FP,Adenolinum.lewisii,12,0.8999999999999999,9
2016,Frogs.Pond,FP,Adenolinum.lewisii,13,0.1,1
2016,Frogs.Pond,FP,Agoseris.glauca,14,0.2,2
2016,Frogs.Pond,FP,Anticlea.elegans,10,0.2,2
2016,Frogs.Pond,FP,Aster.foliaceus,14,0.3,3
2016,Frogs.Pond,FP,Aster.foliaceus,15,1.4,14
2016,Frogs.Pond,FP,Aster.foliaceus,16,0.2,2
2016,Frogs.Pond,FP,Calochortus.gunnisonii,11,0.8,8
2016,Frogs.Pond,FP,Calochortus.gunnisonii,12,0.6,6
2016,Frogs.Pond,FP,Campanula.parryi,15,0.1,1
2016,Frogs.Pond,FP,Campanula.rotundifolia,15,0.1,1
2016,Frogs.Pond,FP,Castilleja.linariifolia,9,0.7,7
2016,Frogs.Pond,FP,Castilleja.linariifolia,10,0.6,6
2016,Frogs.Pond,FP,Castilleja.linariifolia,11,2.9,29
2016,Frogs.Pond,FP,Castilleja.linariifolia,12,2.4,24
2016,Frogs.Pond,FP,Castilleja.linariifolia,14,0.7,7
2016,Frogs.Pond,FP,Castilleja.linariifolia,15,0.1,1
2016,Frogs.Pond,FP,Cirsium.parryi,13,0.2,2
2016,Frogs.Pond,FP,Cirsium.parryi,14,1.2,12
2016,Frogs.Pond,FP,Cirsium.parryi,15,2.3000000000000003,23
2016,Frogs.Pond,FP,Cirsium.parryi,16,0.3,3
2016,Frogs.Pond,FP,Claytonia.lanceolata,5,0.4,4
2016,Frogs.Pond,FP,Collomia.linearis,10,21.7,217
2016,Frogs.Pond,FP,Collomia.linearis,11,26.9,269
2016,Frogs.Pond,FP,Collomia.linearis,12,9.2,92
2016,Frogs.Pond,FP,Collomia.linearis,15,8.600000000000001,86
2016,Frogs.Pond,FP,Collomia.linearis,16,4.7,47
2016,Frogs.Pond,FP,Collomia.linearis,17,0.5,5
2016,Frogs.Pond,FP,Collomia.linearis,18,0.3,3
2016,Frogs.Pond,FP,Delphinium.barbeyi,10,1.9,19
2016,Frogs.Pond,FP,Delphinium.barbeyi,11,14.5,145
2016,Frogs.Pond,FP,Delphinium.barbeyi,12,36.6,366
2016,Frogs.Pond,FP,Delphinium.barbeyi,13,18.099999999999998,181
2016,Frogs.Pond,FP,Delphinium.barbeyi,14,2,20
2016,Frogs.Pond,FP,Delphinium.barbeyi,15,0.1,1
2016,Frogs.Pond,FP,Delphinium.nuttallianum,6,1,10
2016,Frogs.Pond,FP,Delphinium.nuttallianum,7,1.2,12
2016,Frogs.Pond,FP,Draba.aurea,7,4.8,48
2016,Frogs.Pond,FP,Draba.aurea,8,3.7,37
2016,Frogs.Pond,FP,Draba.aurea,9,2.2,22
2016,Frogs.Pond,FP,Dugaldia.hoopesii,11,1.2,12
2016,Frogs.Pond,FP,Ericameria.parryi,16,0.7,7
2016,Frogs.Pond,FP,Ericameria.parryi,17,0.3,3
2016,Frogs.Pond,FP,Erigeron.coulteri,12,0.2,2
2016,Frogs.Pond,FP,Erigeron.elatior,13,4.2,42
2016,Frogs.Pond,FP,Erigeron.elatior,14,0.8,8
2016,Frogs.Pond,FP,Erigeron.elatior,15,0.3,3
2016,Frogs.Pond,FP,Erigeron.flagellaris,10,4.3,43
2016,Frogs.Pond,FP,Erigeron.speciosus,11,10.1,101
2016,Frogs.Pond,FP,Erigeron.speciosus,12,38.6,386
2016,Frogs.Pond,FP,Erigeron.speciosus,13,42,420
2016,Frogs.Pond,FP,Erigeron.speciosus,14,33.8,338
2016,Frogs.Pond,FP,Erigeron.speciosus,15,13,130
2016,Frogs.Pond,FP,Erigeron.speciosus,16,1,10
2016,Frogs.Pond,FP,Erysimum.capitatum,6,0.1,1
2016,Frogs.Pond,FP,Erysimum.capitatum,8,0.9,9
2016,Frogs.Pond,FP,Erysimum.capitatum,9,2.4,24
2016,Frogs.Pond,FP,Erysimum.capitatum,10,0.7,7
2016,Frogs.Pond,FP,Erythrocoma.triflora,8,0.7,7
2016,Frogs.Pond,FP,Erythrocoma.triflora,9,1,10
2016,Frogs.Pond,FP,Erythrocoma.triflora,11,0.2,2
2016,Frogs.Pond,FP,Fragaria.virginiana,6,0.2,2
2016,Frogs.Pond,FP,Fragaria.virginiana,7,1.1,11
2016,Frogs.Pond,FP,Fragaria.virginiana,8,0.9,9
2016,Frogs.Pond,FP,Gentiana.parryi,15,0.4,4
2016,Frogs.Pond,FP,Gentiana.parryi,16,1,10
2016,Frogs.Pond,FP,Gentiana.parryi,17,0.4,4
2016,Frogs.Pond,FP,Geranium.richardsonii,7,0.1,1
2016,Frogs.Pond,FP,Geranium.richardsonii,8,0.6,6
2016,Frogs.Pond,FP,Geranium.richardsonii,9,1.1,11
2016,Frogs.Pond,FP,Geranium.richardsonii,10,1.2000000000000002,12
2016,Frogs.Pond,FP,Geranium.richardsonii,11,0.8,8
2016,Frogs.Pond,FP,Geranium.richardsonii,12,1.2000000000000002,12
2016,Frogs.Pond,FP,Geranium.richardsonii,13,0.30000000000000004,3
2016,Frogs.Pond,FP,Geranium.richardsonii,14,0.1,1
2016,Frogs.Pond,FP,Hackelia.floribunda,9,1.1,11
2016,Frogs.Pond,FP,Hackelia.floribunda,10,7.3,73
2016,Frogs.Pond,FP,Hackelia.floribunda,11,6.1000000000000005,61
2016,Frogs.Pond,FP,Hackelia.floribunda,12,9.9,99
2016,Frogs.Pond,FP,Hackelia.floribunda,13,0.6000000000000001,6
2016,Frogs.Pond,FP,Hackelia.floribunda,14,1.1,11
2016,Frogs.Pond,FP,Hackelia.floribunda,15,0.3,3
2016,Frogs.Pond,FP,Hackelia.floribunda,16,0.1,1
2016,Frogs.Pond,FP,Helianthella.quinquenervis,10,2.4,24
2016,Frogs.Pond,FP,Helianthella.quinquenervis,11,4.6000000000000005,46
2016,Frogs.Pond,FP,Helianthella.quinquenervis,12,5.1000000000000005,51
2016,Frogs.Pond,FP,Helianthella.quinquenervis,13,0.5,5
2016,Frogs.Pond,FP,Helianthella.quinquenervis,14,0.1,1
2016,Frogs.Pond,FP,Helianthella.quinquenervis,16,0.1,1
2016,Frogs.Pond,FP,Heliomeris.multiflora,12,0.2,2
2016,Frogs.Pond,FP,Heliomeris.multiflora,13,3.6,36
2016,Frogs.Pond,FP,Heliomeris.multiflora,14,14,140
2016,Frogs.Pond,FP,Heliomeris.multiflora,15,14.9,149
2016,Frogs.Pond,FP,Heliomeris.multiflora,16,16.6,166
2016,Frogs.Pond,FP,Heliomeris.multiflora,17,2.1,21
2016,Frogs.Pond,FP,Heliomeris.multiflora,18,0.4,4
2016,Frogs.Pond,FP,Heracleum.sphondylium,11,1,10
2016,Frogs.Pond,FP,Heracleum.sphondylium,12,2.7,27
2016,Frogs.Pond,FP,Heracleum.sphondylium,13,0.1,1
2016,Frogs.Pond,FP,Heterotheca.villosa,9,0.6,6
2016,Frogs.Pond,FP,Heterotheca.villosa,10,4.9,49
2016,Frogs.Pond,FP,Heterotheca.villosa,11,2.6999999999999997,27
2016,Frogs.Pond,FP,Heterotheca.villosa,12,13.7,137
2016,Frogs.Pond,FP,Heterotheca.villosa,13,13.6,136
2016,Frogs.Pond,FP,Heterotheca.villosa,14,2.9000000000000004,29
2016,Frogs.Pond,FP,Heterotheca.villosa,15,1.1,11
2016,Frogs.Pond,FP,Heterotheca.villosa,16,0.2,2
2016,Frogs.Pond,FP,Hydrophyllum.fendleri,6,1.1,11
2016,Frogs.Pond,FP,Hydrophyllum.fendleri,7,7.1,71
2016,Frogs.Pond,FP,Hydrophyllum.fendleri,8,21.3,213
2016,Frogs.Pond,FP,Hydrophyllum.fendleri,9,6.1,61
2016,Frogs.Pond,FP,Hydrophyllum.fendleri,10,0.4,4
2016,Frogs.Pond,FP,Ipomopsis.aggregata,8,3.3,33
2016,Frogs.Pond,FP,Ipomopsis.aggregata,9,8.6,86
2016,Frogs.Pond,FP,Ipomopsis.aggregata,10,10.6,106
2016,Frogs.Pond,FP,Ipomopsis.aggregata,11,5.7,57
2016,Frogs.Pond,FP,Ipomopsis.aggregata,12,16.1,161
2016,Frogs.Pond,FP,Ipomopsis.aggregata,13,13.2,132
2016,Frogs.Pond,FP,Ipomopsis.aggregata,14,12.6,126
2016,Frogs.Pond,FP,Ipomopsis.aggregata,15,7.3,73
2016,Frogs.Pond,FP,Ipomopsis.aggregata,16,4.3,43
2016,Frogs.Pond,FP,Ipomopsis.aggregata,17,1.1,11
2016,Frogs.Pond,FP,Ipomopsis.aggregata,18,0.1,1
2016,Frogs.Pond,FP,Lathyrus.leucanthus,6,10.7,107
2016,Frogs.Pond,FP,Lathyrus.leucanthus,7,63.5,635
2016,Frogs.Pond,FP,Lathyrus.leucanthus,8,51,510
2016,Frogs.Pond,FP,Lathyrus.leucanthus,9,23,230
2016,Frogs.Pond,FP,Lathyrus.leucanthus,10,2.9,29
2016,Frogs.Pond,FP,Lathyrus.leucanthus,11,0.8,8
2016,Frogs.Pond,FP,Ligularia.bigelovii,13,1,10
2016,Frogs.Pond,FP,Ligularia.bigelovii,14,3.7,37
2016,Frogs.Pond,FP,Ligularia.bigelovii,15,2,20
2016,Frogs.Pond,FP,Ligusticum.porteri,10,2.5999999999999996,26
2016,Frogs.Pond,FP,Ligusticum.porteri,11,1.2,12
2016,Frogs.Pond,FP,Lupinus.bakeri,6,2.7,27
2016,Frogs.Pond,FP,Lupinus.bakeri,7,14.5,145
2016,Frogs.Pond,FP,Lupinus.bakeri,8,21.7,217
2016,Frogs.Pond,FP,Lupinus.bakeri,9,53.8,538
2016,Frogs.Pond,FP,Lupinus.bakeri,10,26.9,269
2016,Frogs.Pond,FP,Lupinus.bakeri,11,15.4,154
2016,Frogs.Pond,FP,Lupinus.bakeri,12,4.1000000000000005,41
2016,Frogs.Pond,FP,Mahonia.repens,4,0.6,6
2016,Frogs.Pond,FP,Mahonia.repens,5,9.5,95
2016,Frogs.Pond,FP,Mahonia.repens,6,3.3000000000000003,33
2016,Frogs.Pond,FP,Mahonia.repens,7,0.1,1
