site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,no.bees,genus,species,caste,behaviour,plant.species,resource.coll
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,occidentalis,m,frg,Ligularia.bigelovii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,occidentalis,w,frg,Ligularia.bigelovii,pollen
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,m,frg,Ligularia.bigelovii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,m,frg,Ligularia.bigelovii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,m,frg,Ligularia.bigelovii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,m,frg,Ligularia.bigelovii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,w,frg,Dugaldia.hoopesii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,w,frg,Dugaldia.hoopesii,nectar
Avery.Wash,AW,2016,2-Aug-16,215,14,JEO,NA,NA,60,NA,dry,d,1,Bombus,bifarius,m,frg,Heliomeris.multiflora,nectar
Copper.Creek,CC,2016,15-Jul-16,197,11,JEO,13:53:00,14:53:00,60,mostlyclear.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar.and.pollen
Copper.Creek,CC,2016,15-Jul-16,197,11,JEO,13:53:00,14:53:00,60,mostlyclear.warm,wet,w,1,Bombus,appositus,w,frg,Delphinium.barbeyi,nectar
Frogs.Pond,FP,2016,13-Jul-16,195,11,JEO,16:25:00,17:25:00,60,clear.warm,dry,d,1,Bombus,appositus,w,frg,Linaria.vulgaris,nectar.and.pollen
